,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
1341,3.6109179126442243,1,0,0.0,0,1,Dresses
1342,3.7376696182833684,4,1,1.0,0,4,Blouses
1343,3.295836866004329,5,1,0.0,2,2,Others
1345,3.2188758248682006,5,1,0.0,0,4,Blouses
1347,3.871201010907891,2,0,0.0,0,4,Sweaters
1348,3.2188758248682006,3,0,1.0,0,1,Dresses
1349,3.332204510175204,4,0,1.7320508075688772,0,4,Knits
1350,4.02535169073515,5,1,0.0,0,1,Dresses
1351,3.828641396489095,3,0,0.0,0,4,Knits
1352,3.912023005428146,5,1,1.4142135623730951,0,1,Dresses
1353,4.110873864173311,3,0,0.0,0,1,Dresses
1354,3.7376696182833684,5,1,1.0,0,0,Others
1355,3.6888794541139363,2,1,0.0,0,4,Sweaters
1356,3.6888794541139363,2,0,0.0,0,4,Blouses
1357,3.9512437185814275,4,1,1.4142135623730951,1,4,Others
1359,3.4657359027997265,2,0,2.0,1,4,Others
1360,3.8501476017100584,5,1,0.0,0,4,Knits
1362,3.871201010907891,3,0,1.0,0,4,Blouses
1363,3.713572066704308,5,1,3.1622776601683795,0,4,Blouses
1364,4.189654742026425,5,1,1.4142135623730951,0,4,Knits
1365,3.6375861597263857,5,1,2.449489742783178,1,1,Dresses
1367,3.6888794541139363,3,0,0.0,0,4,Knits
1369,3.6888794541139363,1,0,2.6457513110645907,0,4,Knits
1370,3.58351893845611,1,0,1.0,0,4,Sweaters
1373,3.784189633918261,1,0,2.23606797749979,0,4,Blouses
1374,3.8918202981106265,5,1,1.0,0,4,Knits
1375,3.6888794541139363,5,1,0.0,0,4,Knits
1376,3.7612001156935624,1,0,2.0,0,4,Blouses
1377,3.8918202981106265,5,1,1.4142135623730951,0,4,Knits
1378,3.7612001156935624,5,1,3.0,0,4,Knits
1379,3.367295829986474,5,1,1.7320508075688772,0,4,Blouses
1380,4.189654742026425,4,1,1.4142135623730951,0,4,Knits
1382,3.8918202981106265,4,1,2.6457513110645907,1,1,Dresses
1383,3.5263605246161616,4,1,2.8284271247461903,1,1,Dresses
1384,4.127134385045092,5,1,1.4142135623730951,0,4,Knits
1385,3.8918202981106265,5,1,3.605551275463989,0,4,Knits
1386,3.7376696182833684,4,1,2.8284271247461903,0,4,Knits
1387,4.007333185232471,5,1,1.0,1,1,Dresses
1388,3.4011973816621555,5,1,1.0,1,1,Dresses
1389,3.9889840465642745,5,1,0.0,0,1,Dresses
1390,3.6375861597263857,2,0,2.0,1,1,Dresses
1391,3.7612001156935624,3,0,1.0,0,4,Sweaters
1392,3.6635616461296463,5,1,0.0,1,4,Sweaters
1393,3.258096538021482,5,1,0.0,0,1,Dresses
1394,3.5263605246161616,4,1,0.0,1,1,Dresses
1395,4.174387269895637,5,1,0.0,0,4,Knits
1396,3.58351893845611,4,1,0.0,1,1,Dresses
1397,3.1354942159291497,4,1,0.0,0,4,Knits
1398,3.7612001156935624,4,1,1.4142135623730951,0,1,Dresses
1399,3.5553480614894135,5,1,0.0,0,1,Dresses
1400,3.6109179126442243,5,1,1.7320508075688772,0,0,Others
1401,3.784189633918261,5,1,4.58257569495584,0,4,Blouses
1402,3.871201010907891,5,1,0.0,0,4,Knits
1403,3.7612001156935624,3,1,2.23606797749979,0,1,Dresses
1404,3.912023005428146,4,1,1.4142135623730951,0,1,Dresses
1405,3.6109179126442243,5,1,0.0,0,1,Dresses
1407,4.02535169073515,5,1,4.358898943540674,0,1,Dresses
1408,3.4011973816621555,5,1,1.0,2,2,Others
1409,4.204692619390966,3,0,2.449489742783178,0,4,Blouses
1410,3.8066624897703196,4,1,1.4142135623730951,0,1,Dresses
1411,3.784189633918261,5,1,1.0,0,4,Blouses
1413,3.6109179126442243,4,1,1.7320508075688772,1,0,Others
1414,3.6635616461296463,4,1,4.898979485566356,0,1,Dresses
1415,4.143134726391533,5,1,0.0,2,2,Others
1416,3.9889840465642745,5,1,1.7320508075688772,0,1,Dresses
1417,3.6888794541139363,5,1,1.0,0,1,Dresses
1418,3.828641396489095,2,0,0.0,1,1,Dresses
1419,3.1354942159291497,2,0,0.0,0,4,Blouses
1420,3.7376696182833684,5,1,2.23606797749979,0,1,Dresses
1421,3.4011973816621555,3,1,0.0,0,1,Dresses
1422,3.367295829986474,5,1,0.0,1,1,Dresses
1423,3.8501476017100584,3,1,0.0,1,1,Dresses
1424,3.58351893845611,5,1,0.0,1,1,Dresses
1426,3.6888794541139363,4,1,1.4142135623730951,0,1,Dresses
1427,3.8066624897703196,4,1,0.0,1,1,Dresses
1428,3.58351893845611,5,1,1.0,0,1,Dresses
1429,3.5263605246161616,4,1,1.4142135623730951,1,0,Others
1430,4.189654742026425,3,1,0.0,2,2,Others
1431,3.8066624897703196,3,1,0.0,1,1,Dresses
1432,3.871201010907891,5,1,0.0,0,1,Dresses
1433,3.258096538021482,1,0,0.0,0,1,Dresses
1434,4.07753744390572,2,0,1.4142135623730951,0,1,Dresses
1435,3.4965075614664802,4,1,0.0,0,1,Dresses
1436,3.970291913552122,5,1,1.0,2,2,Others
1437,3.9512437185814275,4,1,0.0,1,1,Dresses
1438,3.6635616461296463,5,1,0.0,1,1,Dresses
1439,3.9318256327243257,5,1,0.0,1,1,Dresses
1440,3.4339872044851463,1,0,0.0,0,1,Dresses
1441,3.7612001156935624,5,1,0.0,1,1,Dresses
1442,4.04305126783455,5,1,0.0,1,0,Others
1443,3.6635616461296463,5,1,1.4142135623730951,0,1,Dresses
1444,3.58351893845611,4,1,1.7320508075688772,0,1,Dresses
1445,3.6375861597263857,5,1,0.0,0,1,Dresses
1447,3.6109179126442243,3,0,1.4142135623730951,0,1,Dresses
1448,3.871201010907891,5,1,0.0,0,1,Dresses
1449,3.8501476017100584,4,1,0.0,2,2,Others
1450,3.58351893845611,3,1,1.7320508075688772,0,1,Dresses
1451,3.2188758248682006,3,1,1.4142135623730951,1,4,Blouses
1452,3.4011973816621555,3,0,2.23606797749979,2,2,Others
1455,3.1780538303479458,2,0,1.7320508075688772,1,4,Blouses
1456,3.6375861597263857,3,1,0.0,2,2,Others
1457,3.6109179126442243,5,1,0.0,2,2,Others
1458,3.5553480614894135,5,1,0.0,0,4,Sweaters
1459,3.5263605246161616,5,1,1.7320508075688772,0,4,Blouses
1460,3.5263605246161616,5,1,1.7320508075688772,0,4,Blouses
1461,3.8918202981106265,5,1,0.0,0,4,Blouses
1462,3.367295829986474,2,0,0.0,2,2,Others
1463,3.784189633918261,3,1,1.7320508075688772,0,4,Blouses
1464,3.871201010907891,2,0,1.0,2,2,Others
1465,3.1354942159291497,5,1,0.0,0,4,Blouses
1466,3.8066624897703196,4,1,2.449489742783178,0,4,Sweaters
1467,3.6375861597263857,3,0,4.123105625617661,0,4,Blouses
1468,3.713572066704308,5,1,1.4142135623730951,2,2,Others
1469,3.970291913552122,5,1,0.0,0,4,Sweaters
1470,3.367295829986474,2,0,1.4142135623730951,0,1,Dresses
1472,3.4965075614664802,4,1,0.0,0,4,Blouses
1473,3.332204510175204,4,1,0.0,0,4,Blouses
1475,3.9889840465642745,5,1,0.0,0,4,Knits
1476,3.6635616461296463,5,1,0.0,0,0,Others
1477,3.6635616461296463,5,1,0.0,1,1,Dresses
1478,3.58351893845611,5,1,0.0,0,4,Blouses
1480,3.258096538021482,5,1,1.0,0,0,Pants
1483,3.4339872044851463,2,0,0.0,0,4,Knits
1484,2.995732273553991,3,0,0.0,0,4,Knits
1486,4.248495242049359,4,1,1.0,1,4,Sweaters
1488,3.8066624897703196,3,1,0.0,0,0,Others
1489,3.58351893845611,5,1,0.0,1,4,Blouses
1490,3.258096538021482,5,1,1.0,0,4,Sweaters
1491,4.356708826689592,5,1,1.4142135623730951,0,4,Sweaters
1492,3.6635616461296463,5,1,0.0,0,4,Knits
1493,3.7612001156935624,3,1,0.0,0,4,Knits
1494,3.4965075614664802,5,1,2.23606797749979,0,0,Pants
1495,3.5553480614894135,3,1,1.0,1,4,Sweaters
1496,3.9318256327243257,1,0,0.0,0,4,Knits
1497,3.713572066704308,5,1,0.0,0,0,Pants
1498,3.295836866004329,3,0,1.0,1,4,Sweaters
1499,3.784189633918261,5,1,2.0,1,4,Blouses
1500,3.6375861597263857,5,1,0.0,0,0,Others
1501,3.9512437185814275,5,1,0.0,0,4,Knits
1502,4.0943445622221,5,1,0.0,0,0,Others
1503,3.58351893845611,3,0,0.0,0,1,Dresses
1505,3.5263605246161616,3,0,2.0,1,1,Dresses
1507,3.8501476017100584,5,1,0.0,1,0,Others
1508,4.0943445622221,4,0,1.7320508075688772,0,4,Knits
1509,3.6375861597263857,5,1,1.0,1,0,Others
1510,3.4339872044851463,1,0,0.0,1,3,Others
1511,3.6635616461296463,4,1,1.0,0,1,Dresses
1512,3.828641396489095,3,0,0.0,1,4,Others
1513,4.143134726391533,5,1,1.4142135623730951,0,4,Knits
1514,3.4965075614664802,5,1,0.0,0,4,Blouses
1515,4.02535169073515,2,0,0.0,0,1,Dresses
1516,3.6888794541139363,5,1,0.0,0,1,Dresses
1517,3.871201010907891,3,1,0.0,0,4,Sweaters
1518,3.6109179126442243,5,1,2.8284271247461903,1,0,Others
1519,3.4657359027997265,5,1,2.6457513110645907,0,4,Blouses
1520,4.04305126783455,5,1,2.8284271247461903,0,4,Sweaters
1521,3.8066624897703196,5,1,3.4641016151377544,0,4,Sweaters
1522,3.1780538303479458,3,1,0.0,2,2,Others
1523,4.23410650459726,5,1,2.449489742783178,0,4,Blouses
1524,3.6375861597263857,5,1,0.0,0,0,Others
1525,4.3694478524670215,5,1,1.0,0,4,Sweaters
1526,3.8501476017100584,5,1,0.0,0,4,Sweaters
1527,4.02535169073515,5,1,1.4142135623730951,0,4,Sweaters
1529,3.871201010907891,5,1,0.0,1,0,Others
1530,3.713572066704308,5,1,1.0,1,0,Others
1531,4.219507705176107,4,1,1.4142135623730951,0,4,Sweaters
1532,3.8918202981106265,5,1,1.7320508075688772,1,3,Others
1533,3.4011973816621555,4,1,1.4142135623730951,0,1,Dresses
1535,3.7376696182833684,4,1,0.0,1,4,Blouses
1536,3.9318256327243257,3,1,0.0,0,0,Others
1537,3.784189633918261,5,1,0.0,0,4,Knits
1539,3.6375861597263857,4,1,1.7320508075688772,0,4,Sweaters
1540,3.6375861597263857,4,1,1.0,0,4,Sweaters
1542,3.5263605246161616,5,1,3.872983346207417,1,0,Others
1543,4.127134385045092,5,1,1.4142135623730951,0,3,Others
1544,4.204692619390966,4,1,0.0,0,4,Sweaters
1545,4.343805421853684,2,0,1.0,0,4,Sweaters
1546,4.204692619390966,5,1,2.0,0,4,Blouses
1548,3.713572066704308,4,1,1.0,0,4,Sweaters
1549,4.110873864173311,5,1,1.0,1,0,Others
1550,4.1588830833596715,5,1,0.0,1,4,Blouses
1551,3.4011973816621555,3,1,1.4142135623730951,0,1,Dresses
1552,3.8501476017100584,4,1,1.0,0,4,Sweaters
1553,3.8066624897703196,3,0,1.0,0,4,Sweaters
1554,3.5553480614894135,5,1,1.4142135623730951,1,4,Blouses
1555,3.258096538021482,5,1,2.0,0,0,Others
1556,3.5553480614894135,5,1,0.0,0,4,Knits
1557,4.189654742026425,5,1,1.4142135623730951,0,1,Dresses
1559,3.367295829986474,5,1,0.0,1,1,Dresses
1560,3.4965075614664802,5,1,1.4142135623730951,0,1,Dresses
1561,3.970291913552122,5,1,0.0,0,3,Others
1563,3.6635616461296463,5,1,1.0,1,0,Others
1564,3.871201010907891,3,1,2.449489742783178,0,4,Knits
1565,3.4011973816621555,4,1,0.0,0,4,Sweaters
1566,3.8918202981106265,5,1,0.0,1,0,Pants
1568,3.8066624897703196,5,1,2.0,0,3,Others
1569,4.02535169073515,3,0,3.872983346207417,1,1,Dresses
1570,3.4657359027997265,5,1,0.0,0,4,Knits
1572,3.871201010907891,2,0,1.0,0,4,Knits
1574,3.713572066704308,5,1,0.0,0,1,Dresses
1575,3.6888794541139363,4,1,1.4142135623730951,0,3,Others
1576,3.4657359027997265,2,0,0.0,0,4,Knits
1577,4.219507705176107,5,1,0.0,0,4,Sweaters
1579,3.6635616461296463,4,1,0.0,0,1,Dresses
1580,3.7612001156935624,5,1,3.7416573867739413,1,1,Dresses
1581,3.258096538021482,5,1,0.0,0,4,Knits
1583,3.970291913552122,4,1,1.7320508075688772,1,0,Pants
1584,3.091042453358316,4,1,1.4142135623730951,0,4,Sweaters
1585,3.8066624897703196,5,1,0.0,0,0,Pants
1586,4.276666119016055,3,1,1.7320508075688772,0,0,Pants
1587,4.02535169073515,5,1,0.0,1,1,Dresses
1588,4.2626798770413155,5,1,1.4142135623730951,0,4,Blouses
1589,3.367295829986474,4,1,0.0,1,0,Pants
1590,3.871201010907891,5,1,1.7320508075688772,0,4,Blouses
1593,4.07753744390572,4,1,1.0,1,1,Dresses
1594,3.9512437185814275,4,1,2.0,0,4,Sweaters
1595,3.713572066704308,3,1,0.0,2,2,Others
1596,3.912023005428146,5,1,0.0,1,0,Pants
1597,3.6635616461296463,4,1,2.8284271247461903,1,1,Dresses
1598,3.828641396489095,5,1,1.4142135623730951,0,4,Blouses
1599,3.2188758248682006,3,1,1.0,1,0,Pants
1600,3.9889840465642745,3,0,1.0,1,0,Pants
1602,3.9318256327243257,4,0,0.0,1,0,Pants
1603,3.8501476017100584,5,1,0.0,1,0,Pants
1604,4.3694478524670215,5,1,1.0,1,0,Pants
1605,4.007333185232471,5,1,0.0,1,1,Dresses
1606,4.060443010546419,4,1,2.0,1,0,Pants
1608,3.970291913552122,5,1,1.0,1,0,Pants
1609,3.6888794541139363,5,1,0.0,1,0,Pants
1610,3.4011973816621555,4,1,0.0,1,0,Pants
1612,3.4965075614664802,5,1,4.47213595499958,1,0,Pants
1613,3.4965075614664802,4,1,0.0,0,0,Pants
1614,3.7612001156935624,5,1,0.0,0,0,Pants
1615,3.8066624897703196,5,1,1.4142135623730951,1,4,Blouses
1616,4.442651256490317,2,1,1.4142135623730951,0,0,Pants
1617,3.295836866004329,5,1,0.0,1,1,Dresses
1618,3.5263605246161616,2,0,1.0,0,4,Sweaters
1619,3.8918202981106265,4,1,0.0,1,1,Dresses
1620,4.189654742026425,4,1,0.0,1,0,Others
1621,3.1780538303479458,3,1,0.0,0,4,Blouses
1622,3.784189633918261,5,1,0.0,0,0,Pants
1623,3.258096538021482,5,1,0.0,0,0,Pants
1624,4.060443010546419,4,1,1.7320508075688772,0,0,Pants
1625,3.784189633918261,4,1,2.8284271247461903,1,1,Dresses
1626,3.6109179126442243,4,1,1.4142135623730951,1,0,Pants
1627,3.8501476017100584,4,1,1.0,0,0,Pants
1628,3.4657359027997265,4,1,0.0,0,0,Pants
1629,3.5553480614894135,5,1,3.3166247903554,1,0,Pants
1630,4.02535169073515,5,1,2.6457513110645907,0,4,Blouses
1631,3.5263605246161616,5,1,4.242640687119285,1,1,Dresses
1632,3.5263605246161616,4,1,0.0,1,0,Others
1633,3.6109179126442243,5,1,3.4641016151377544,1,1,Dresses
1634,3.5263605246161616,5,1,5.744562646538029,1,1,Dresses
1635,3.6375861597263857,2,0,2.449489742783178,0,4,Sweaters
1636,3.5553480614894135,4,1,0.0,0,4,Knits
1637,3.970291913552122,5,1,1.4142135623730951,1,0,Others
1638,3.5263605246161616,3,0,1.0,1,0,Pants
1639,3.6375861597263857,5,1,0.0,0,4,Blouses
1640,3.6375861597263857,3,1,2.23606797749979,1,0,Pants
1641,3.5553480614894135,5,1,0.0,0,1,Dresses
1642,3.9512437185814275,5,1,1.4142135623730951,0,0,Pants
1644,3.8066624897703196,5,1,1.4142135623730951,0,0,Others
1646,3.4657359027997265,1,0,0.0,1,4,Blouses
1647,3.58351893845611,5,1,1.0,0,0,Pants
1648,3.6635616461296463,5,1,1.4142135623730951,1,4,Blouses
1651,3.713572066704308,4,1,0.0,1,1,Dresses
1652,3.4339872044851463,4,1,1.0,1,4,Blouses
1653,3.828641396489095,4,1,2.6457513110645907,1,4,Blouses
1654,3.6109179126442243,3,0,1.0,2,2,Others
1655,3.713572066704308,3,1,0.0,0,4,Knits
1656,4.007333185232471,5,1,0.0,0,0,Others
1657,3.258096538021482,4,1,0.0,0,4,Knits
1658,3.9318256327243257,3,0,3.3166247903554,1,1,Dresses
1659,3.8501476017100584,5,1,0.0,0,4,Knits
1661,3.8918202981106265,3,1,1.0,1,4,Blouses
1662,3.5263605246161616,5,1,1.7320508075688772,1,4,Blouses
1663,3.295836866004329,3,0,0.0,1,4,Blouses
1664,4.02535169073515,5,1,2.23606797749979,0,0,Others
1665,3.332204510175204,1,0,2.0,1,4,Blouses
1666,4.02535169073515,3,0,5.0,1,4,Blouses
1667,4.248495242049359,5,1,0.0,0,4,Knits
1668,3.4339872044851463,5,1,2.449489742783178,0,0,Others
1669,4.060443010546419,5,1,0.0,0,0,Pants
1670,4.143134726391533,5,1,1.4142135623730951,1,4,Blouses
1671,3.258096538021482,5,1,1.0,0,0,Pants
1672,3.9318256327243257,5,1,2.23606797749979,0,0,Pants
1673,4.143134726391533,5,1,1.7320508075688772,0,4,Knits
1674,3.4965075614664802,4,1,1.4142135623730951,1,4,Blouses
1677,3.258096538021482,5,1,0.0,0,0,Others
1679,3.4965075614664802,5,1,0.0,1,3,Others
1680,3.1780538303479458,3,0,0.0,2,2,Others
1681,3.258096538021482,5,1,0.0,1,4,Knits
1682,4.02535169073515,4,1,1.0,1,4,Knits
1683,4.143134726391533,4,1,1.4142135623730951,1,4,Others
1684,3.7612001156935624,5,1,0.0,0,4,Others
1685,3.6635616461296463,5,1,1.4142135623730951,1,4,Knits
1686,3.4657359027997265,5,1,1.0,2,2,Others
1687,3.332204510175204,3,0,2.0,0,4,Blouses
1688,3.6109179126442243,5,1,0.0,0,4,Knits
1689,3.7376696182833684,4,1,0.0,1,3,Others
1690,3.4965075614664802,3,1,1.0,0,4,Knits
1691,3.8066624897703196,5,1,1.0,2,2,Others
1692,4.143134726391533,5,1,2.0,1,4,Others
1694,3.8066624897703196,2,0,0.0,1,4,Others
1696,3.9512437185814275,4,1,1.4142135623730951,1,4,Others
1697,3.970291913552122,4,1,2.0,0,4,Knits
1698,3.8501476017100584,5,1,2.449489742783178,1,4,Others
1699,3.7612001156935624,4,1,1.0,0,4,Knits
1700,3.6109179126442243,4,1,1.0,1,4,Knits
1701,3.6375861597263857,2,0,0.0,2,2,Others
1702,3.4965075614664802,4,1,0.0,1,4,Knits
1704,3.871201010907891,4,1,0.0,1,4,Knits
1705,4.060443010546419,5,1,1.4142135623730951,0,4,Knits
1706,3.367295829986474,3,1,1.0,1,4,Knits
1708,3.332204510175204,3,0,0.0,1,4,Others
1709,3.970291913552122,5,1,1.0,1,4,Others
1710,3.4011973816621555,4,1,1.4142135623730951,2,2,Others
1711,3.6109179126442243,5,1,1.0,0,3,Others
1712,3.970291913552122,4,1,0.0,1,4,Knits
1713,4.2626798770413155,5,1,2.449489742783178,1,3,Others
1714,4.07753744390572,5,1,0.0,0,4,Knits
1716,3.9889840465642745,4,1,0.0,1,4,Others
1718,3.58351893845611,5,1,0.0,1,3,Others
1719,3.970291913552122,5,1,0.0,1,4,Others
1721,3.6375861597263857,4,1,0.0,2,2,Others
1723,2.9444389791664403,4,1,0.0,2,2,Others
1724,3.5553480614894135,5,1,0.0,0,4,Knits
1725,3.871201010907891,5,1,1.7320508075688772,0,4,Blouses
1726,4.174387269895637,5,1,0.0,1,4,Others
1727,3.8066624897703196,5,1,2.0,1,4,Knits
1728,4.060443010546419,5,1,0.0,2,2,Others
1729,4.189654742026425,5,1,2.0,1,3,Others
1730,4.1588830833596715,5,1,1.4142135623730951,0,4,Knits
1731,4.07753744390572,3,1,0.0,0,4,Knits
1732,3.5553480614894135,2,0,1.7320508075688772,0,4,Blouses
1733,3.332204510175204,5,1,0.0,1,4,Others
1734,3.6375861597263857,4,1,1.7320508075688772,0,4,Blouses
1735,3.828641396489095,5,1,3.4641016151377544,1,4,Blouses
1736,3.5553480614894135,4,1,1.4142135623730951,0,1,Dresses
1738,4.007333185232471,5,1,0.0,1,3,Others
1739,3.367295829986474,1,0,1.4142135623730951,1,0,Others
1740,3.4339872044851463,5,1,0.0,1,4,Blouses
1741,4.0943445622221,5,1,3.4641016151377544,1,3,Others
1742,4.007333185232471,4,1,1.4142135623730951,2,2,Others
1743,3.713572066704308,4,1,1.4142135623730951,0,0,Others
1744,4.0943445622221,3,1,3.605551275463989,1,4,Blouses
1745,3.9889840465642745,5,1,0.0,0,4,Knits
1746,3.9318256327243257,5,1,2.23606797749979,1,0,Others
1747,3.7376696182833684,5,1,0.0,2,2,Others
1748,3.4657359027997265,3,1,0.0,1,0,Others
1749,3.5553480614894135,5,1,1.0,1,0,Others
1750,3.5263605246161616,4,1,2.0,0,1,Dresses
1751,3.295836866004329,4,1,2.449489742783178,1,0,Others
1752,4.02535169073515,5,1,0.0,1,3,Others
1753,3.258096538021482,4,1,1.0,0,4,Knits
1755,3.295836866004329,4,0,0.0,1,1,Dresses
1756,3.5553480614894135,5,1,1.4142135623730951,1,1,Dresses
1757,3.970291913552122,5,1,1.0,1,0,Others
1758,3.332204510175204,1,0,1.0,0,0,Others
1759,4.07753744390572,5,1,1.4142135623730951,0,0,Others
1760,3.828641396489095,3,0,1.0,1,1,Dresses
1761,3.5263605246161616,3,0,2.0,1,1,Dresses
1762,4.02535169073515,5,1,2.23606797749979,0,4,Knits
1763,3.8066624897703196,5,1,2.23606797749979,1,0,Others
1765,3.58351893845611,4,1,1.0,1,0,Others
1766,3.1780538303479458,5,1,1.4142135623730951,1,1,Dresses
1767,3.6635616461296463,4,1,0.0,1,4,Blouses
1768,3.5553480614894135,4,1,0.0,1,4,Blouses
1769,3.8501476017100584,1,0,4.47213595499958,0,4,Knits
1770,4.0943445622221,2,0,1.0,0,4,Knits
1771,3.828641396489095,4,1,0.0,0,4,Knits
1772,3.5553480614894135,5,1,0.0,1,1,Dresses
1773,3.258096538021482,3,1,1.0,1,1,Dresses
1774,4.248495242049359,4,1,0.0,1,1,Dresses
1775,3.970291913552122,4,1,1.4142135623730951,0,4,Knits
1778,3.4011973816621555,5,1,0.0,1,0,Others
1780,4.290459441148391,3,1,3.1622776601683795,0,4,Knits
1781,3.5263605246161616,5,1,1.4142135623730951,0,4,Knits
1782,3.713572066704308,5,1,0.0,1,0,Others
1783,3.713572066704308,4,1,0.0,1,1,Dresses
1785,3.7612001156935624,5,1,0.0,1,4,Blouses
1786,3.713572066704308,2,0,0.0,0,4,Knits
1787,3.4657359027997265,5,1,1.4142135623730951,0,4,Knits
1788,3.091042453358316,5,1,0.0,1,4,Blouses
1789,3.4011973816621555,3,1,5.196152422706632,1,1,Dresses
1790,3.258096538021482,5,1,2.6457513110645907,1,1,Dresses
1791,3.7612001156935624,5,1,1.0,1,4,Blouses
1793,3.6635616461296463,4,1,2.6457513110645907,0,4,Knits
1794,3.6109179126442243,5,1,0.0,1,4,Blouses
1795,4.02535169073515,5,1,0.0,1,4,Blouses
1797,3.367295829986474,5,1,1.0,0,4,Knits
1798,4.127134385045092,4,1,1.0,1,4,Blouses
1799,4.189654742026425,5,1,0.0,1,0,Others
1800,3.4657359027997265,5,1,0.0,0,4,Sweaters
1801,3.1354942159291497,4,1,2.8284271247461903,1,1,Dresses
1802,3.7612001156935624,4,1,1.0,0,4,Knits
1803,3.713572066704308,5,1,1.0,0,0,Others
1805,3.7612001156935624,4,1,0.0,0,4,Knits
1806,3.6109179126442243,1,0,0.0,0,4,Knits
1807,3.7376696182833684,2,0,2.0,1,1,Dresses
1808,3.2188758248682006,4,1,1.0,0,4,Blouses
1809,3.6635616461296463,1,0,2.8284271247461903,0,4,Knits
1811,3.5553480614894135,5,1,1.4142135623730951,1,0,Others
1812,3.6375861597263857,5,1,0.0,0,4,Knits
1813,3.970291913552122,4,1,1.7320508075688772,1,0,Pants
1815,4.04305126783455,5,1,0.0,0,1,Dresses
1818,3.4339872044851463,3,1,0.0,1,0,Pants
1819,3.6375861597263857,2,0,1.0,1,0,Pants
1820,4.02535169073515,4,0,0.0,0,4,Others
1821,4.127134385045092,3,1,0.0,0,0,Pants
1822,3.7612001156935624,2,0,0.0,0,1,Dresses
1823,4.007333185232471,5,1,0.0,1,0,Others
1824,4.189654742026425,3,1,0.0,0,4,Knits
1826,3.295836866004329,5,1,1.7320508075688772,0,1,Dresses
1827,3.1780538303479458,5,1,0.0,1,0,Others
1828,3.7612001156935624,1,0,0.0,0,1,Dresses
1829,3.6888794541139363,4,1,4.123105625617661,0,1,Dresses
1830,3.8501476017100584,5,1,0.0,0,1,Dresses
1831,3.332204510175204,1,0,0.0,0,0,Others
1833,3.5553480614894135,5,1,0.0,0,4,Others
1834,3.4965075614664802,5,1,0.0,1,0,Others
1837,3.58351893845611,3,1,0.0,0,1,Dresses
1839,3.871201010907891,5,1,0.0,0,4,Knits
1840,3.4965075614664802,4,1,0.0,1,0,Others
1841,4.060443010546419,5,1,1.7320508075688772,0,1,Dresses
1842,3.8918202981106265,5,1,2.449489742783178,0,4,Knits
1843,3.5553480614894135,4,1,0.0,1,0,Others
1844,3.4657359027997265,5,1,1.0,0,1,Dresses
1845,3.5263605246161616,4,1,1.4142135623730951,1,0,Others
1847,4.189654742026425,3,1,1.4142135623730951,0,1,Dresses
1849,3.332204510175204,5,1,0.0,0,1,Dresses
1850,3.4339872044851463,5,1,0.0,0,1,Dresses
1852,3.713572066704308,5,1,3.0,1,0,Pants
1853,3.713572066704308,4,1,6.855654600401044,0,1,Dresses
1854,3.4965075614664802,1,0,3.4641016151377544,0,4,Knits
1855,3.7612001156935624,5,1,1.4142135623730951,0,1,Dresses
1856,4.07753744390572,4,0,1.0,1,0,Pants
1857,3.4011973816621555,2,0,0.0,0,1,Dresses
1858,4.143134726391533,3,0,1.0,0,1,Dresses
1859,3.5263605246161616,4,1,0.0,0,4,Knits
1860,4.060443010546419,5,1,0.0,0,1,Dresses
1861,3.5553480614894135,4,1,0.0,1,0,Others
1862,3.5263605246161616,5,1,0.0,1,0,Others
1863,3.58351893845611,4,1,0.0,0,4,Others
1864,3.5553480614894135,4,1,0.0,0,0,Pants
1865,3.6635616461296463,4,1,0.0,0,1,Dresses
1866,3.6635616461296463,5,1,2.449489742783178,0,1,Dresses
1867,3.4965075614664802,5,1,1.4142135623730951,0,1,Dresses
1868,3.912023005428146,5,1,0.0,0,1,Dresses
1869,3.4657359027997265,3,1,0.0,0,4,Knits
1870,3.4965075614664802,5,1,0.0,0,1,Dresses
1871,3.6635616461296463,5,1,0.0,0,1,Dresses
1872,4.174387269895637,5,1,3.0,0,1,Dresses
1873,3.7612001156935624,2,0,2.23606797749979,0,0,Others
1874,3.784189633918261,5,1,1.4142135623730951,0,1,Dresses
1875,3.6375861597263857,5,1,1.0,0,4,Knits
1876,3.6109179126442243,2,0,0.0,0,0,Pants
1877,3.6635616461296463,5,1,1.0,0,1,Dresses
1878,3.58351893845611,5,1,0.0,0,4,Knits
1879,4.204692619390966,5,1,3.605551275463989,1,0,Pants
1880,3.9318256327243257,5,1,0.0,1,0,Pants
1881,3.258096538021482,5,1,0.0,0,1,Dresses
1882,3.6375861597263857,1,0,1.0,2,2,Others
1884,4.02535169073515,4,1,0.0,0,4,Blouses
1885,3.713572066704308,5,1,2.0,0,0,Others
1886,3.58351893845611,4,0,0.0,1,0,Pants
1887,3.6635616461296463,5,1,0.0,1,0,Pants
1888,3.6375861597263857,4,1,0.0,1,0,Pants
1890,3.7376696182833684,2,0,3.7416573867739413,0,4,Blouses
1891,3.7376696182833684,2,0,2.23606797749979,0,1,Dresses
1892,3.4965075614664802,5,1,0.0,0,4,Blouses
1893,3.912023005428146,2,0,2.6457513110645907,0,4,Others
1894,3.970291913552122,5,1,1.4142135623730951,0,4,Knits
1895,3.6635616461296463,4,1,1.4142135623730951,0,0,Others
